"","X","track_id","artists","album_name","track_name","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre"
"441",19321,"1AO5q3PNXDWNwgern0S2zt","Lynyrd Skynyrd","70s Christmas Party","Sweet Home Alabama",0,285373,"False",0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,"country"
"442",19324,"3Vx90YU1nE9FDb1t8wvXBW","Darius Rucker","Country Christmas Greatest Hits","You're A Mean One, Mr. Grinch",1,206840,"False",0.605,0.521,7,-7.266,1,0.0403,0.264,0,0.102,0.765,110.598,4,"country"
"443",19327,"1PvFGbb2Gj9GsalJgy6UhM","Little Big Town","Calm Christmas","Have Yourself A Merry Little Christmas",0,232720,"False",0.401,0.178,3,-11.854,1,0.0372,0.897,0,0.107,0.221,155.888,4,"country"
"444",19330,"4a5Dibxjp4I8e4DWHg6apf","Lynyrd Skynyrd","Country Road Songs","Simple Life",0,197106,"False",0.549,0.891,6,-4.044,1,0.0351,0.0141,0.00323,0.0661,0.508,111.996,4,"country"
"445",19333,"7nzbdPYlaoVjV42rzBWStH","Darius Rucker","Fishing Music","Wagon Wheel",1,298400,"False",0.535,0.661,9,-7.139,1,0.0304,0.46,0,0.142,0.596,148.121,4,"country"
"446",19336,"7thLVTvGXOpJcMEmQPNxU8","Little Big Town","Tailgate Country","Day Drinking",0,178840,"False",0.591,0.959,9,-2.515,1,0.057,0.103,0,0.779,0.86,163.883,4,"country"
"447",19339,"3hDSiWsdRj4e6iDV9Pc3tq","Darius Rucker","Tailgate Country","Wagon Wheel",0,298400,"False",0.535,0.661,9,-7.139,1,0.0304,0.46,0,0.142,0.596,148.121,4,"country"
"448",19342,"5Sy1r6KDFCzuYeUqH9n0w3","Toby Keith","Tailgate Country","A Little Less Talk And A Lot More Action",0,169453,"False",0.738,0.869,9,-5.118,1,0.0401,0.123,0,0.277,0.92,125.071,4,"country"
"449",19345,"6fsHeJsRAscaPO6Wi8zwTX","Lynyrd Skynyrd","Best 70s Rock Tunes","Sweet Home Alabama",0,285373,"False",0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,"country"
"450",19348,"6scecOoBpMr3jV08gbSW3O","Lauren Alaina","Christmas Country Songs 2022","Like My Mother Does - American Idol Performance",0,252053,"False",0.473,0.654,6,-5.417,1,0.0291,0.0118,0,0.121,0.174,139.956,4,"country"
"451",19351,"4BXkf6yww23Vdju7E1fUrn","Brad Paisley;Alison Krauss","Hits Alive","Whiskey Lullaby (feat. Alison Krauss)",64,259453,"False",0.587,0.35,2,-10.954,1,0.0318,0.74,0,0.156,0.17,74.479,4,"country"
"452",19354,"784F2uaW9wuXvf9QiXzTUU","Gabby Barrett","New Country Hits","Pick Me Up",0,169440,"False",0.472,0.701,2,-4.563,1,0.0369,0.0387,0,0.107,0.515,79.805,4,"country"
"453",19357,"4BPcGND7l0vR0D2Ky8mJP1","Gabby Barrett;Charlie Puth","Single Saturday Night - Country Songs","I Hope",0,211605,"False",0.563,0.576,6,-6.495,1,0.0401,0.171,0,0.158,0.412,75.019,4,"country"
"454",19360,"2ZfojROyvVjM7dQYa0bTJr","Gabby Barrett","New Country","Pick Me Up",0,169440,"False",0.472,0.701,2,-4.563,1,0.0369,0.0387,0,0.107,0.515,79.805,4,"country"
"455",19363,"3siQrWtkFVmCLYITXxuvPD","Gabby Barrett","Country Christmas Time","The First Noel",0,261303,"False",0.458,0.351,10,-6.049,1,0.0244,0.696,0,0.143,0.102,79.993,3,"country"
"456",19366,"3pv8OSXNuOdjhhTX0xN8bK","Gabby Barrett","Country Holiday","The First Noel",0,261303,"False",0.458,0.351,10,-6.049,1,0.0244,0.696,0,0.143,0.102,79.993,3,"country"
"457",19369,"0rZ4nOlXciHhF0f7zoMltZ","Gabby Barrett","Single Saturday Night - Country Songs","The Good Ones",0,215140,"False",0.519,0.552,2,-5.023,1,0.0259,0.18,0,0.149,0.331,89.957,4,"country"
"458",19372,"4ybNmXCmPYzVT8iRGVsQx4","Gabby Barrett","Happy Country Christmas","The First Noel",0,261303,"False",0.458,0.351,10,-6.049,1,0.0244,0.696,0,0.143,0.102,79.993,3,"country"
"459",19375,"13csvOm2sBimqppl7rLJmc","Maddie & Tae","Country Christmas Greatest Hits","Holly Jolly Christmas",1,138760,"False",0.699,0.487,9,-8.28,1,0.0326,0.717,5.69e-06,0.0986,0.665,136.042,4,"country"
"460",19378,"6dU8Gdxmk6gMmNQ9xbcqbX","Gabby Barrett","Chillin' It - Mellow Day Country","The Good Ones",0,215140,"False",0.519,0.552,2,-5.023,1,0.0259,0.18,0,0.149,0.331,89.957,4,"country"
"461",19381,"4DNBm8arpcX9ryR99JYE4y","Justin Moore","Sad Country Songs","She Ain’t Mine No More",1,217227,"False",0.606,0.795,6,-5.03,1,0.0284,0.0411,0,0.0892,0.599,109.069,4,"country"
"462",19384,"1GQMpacZAFmsYYmkT87gUw","ZZ Top","Timeless Rock Hits","Rough Boy",1,287426,"False",0.419,0.737,9,-7.09,1,0.0364,0.204,0.00716,0.24,0.595,157.991,4,"country"
"463",19387,"5bsyeHw6sQja0n3oUiDfMY","Kenny Rogers","Holly Jolly Christmas","I'll Be Home for Christmas",0,164906,"False",0.437,0.229,9,-10.99,1,0.0296,0.729,9.06e-05,0.129,0.127,61.786,4,"country"
"464",19390,"3hMAnGqeTEAENfsOa5ggUm","Kenny Rogers;Kim Carnes","Best 70s Rock Tunes","Don't Fall In Love With A Dreamer",0,220400,"False",0.528,0.391,9,-9.39,1,0.0253,0.0333,0,0.115,0.201,80.31,4,"country"
"465",19393,"1Y1lY3CMLxuvtsW7YVxJAi","Maddie & Tae","A Merry Modern Christmas","Christmas (Baby Please Come Home)",0,182506,"False",0.424,0.451,3,-7.486,1,0.0285,0.821,1.46e-06,0.124,0.184,161.992,3,"country"
"466",19396,"3CnFfsYOIWdawTvM4Tnfh1","Billy Currington","Artsy & Colourful","People Are Crazy",0,232053,"False",0.657,0.714,5,-4.986,1,0.0265,0.23,0.000744,0.127,0.361,141.967,4,"country"
"467",19399,"09KEbfBvubWhOOJbNakvM1","Travis Tritt","Happy Country Christmas","Santa Looked a Lot Like Daddy",0,148453,"False",0.622,0.778,7,-8.987,1,0.0361,0.234,0.0236,0.0978,0.975,164.416,4,"country"
"468",19402,"4rMLQycynM5w0fmZregNe7","Tyler Hubbard","Artsy & Colourful","5 Foot 9",1,189780,"False",0.602,0.796,5,-5.609,1,0.0465,0.146,0,0.125,0.53,106.005,4,"country"
"469",19405,"6S0UqyKhplRUDKAuSEwvLl","Brett Eldredge","Hideaway - New Boots","Hideaway",3,163360,"False",0.69,0.373,8,-5.566,1,0.0286,0.618,0,0.128,0.473,124.082,3,"country"
"470",19408,"4T9NkV23VehFveulDtI7KC","Brett Eldredge","New Country Hits","Hideaway",0,163360,"False",0.69,0.373,8,-5.566,1,0.0286,0.618,0,0.128,0.473,124.082,3,"country"
"471",19411,"1UO0GrW5aAYqWPBYvLdpo2","Brett Eldredge","Cozy Country","Holy Water",0,164426,"False",0.519,0.363,9,-8.238,1,0.0302,0.317,1.17e-06,0.108,0.211,95.275,4,"country"
"472",19414,"7Dxwcjwp6K8iXketst7YxP","Brett Eldredge;Meghan Trainor","Cuddle Up Christmas","Baby, It's Cold Outside",0,173546,"False",0.609,0.575,1,-4.789,1,0.0387,0.723,0,0.176,0.662,113.958,4,"country"
"473",19417,"77ldbMS3wbtNlCYJt9qcia","Brett Eldredge","Laidback Country","Holy Water",0,164426,"False",0.519,0.363,9,-8.238,1,0.0302,0.317,1.17e-06,0.108,0.211,95.275,4,"country"
"474",19420,"2xftwmAvlYcmZIq371oWt4","Brett Eldredge","Oklahoma Smokeshow - Breakout Country","Songs About You",0,202386,"False",0.649,0.558,8,-4.863,1,0.0253,0.147,0,0.172,0.635,89.988,4,"country"
"475",19423,"0QBFN6bzOfLb42ktCeffpN","Upchurch","Son of the South","Ghost",52,191425,"True",0.788,0.572,11,-8.368,1,0.0606,0.705,0.000777,0.123,0.427,118.041,4,"country"
"476",19426,"3PB2otu6Z5yToA9irqF1fN","Faith Hill;Tim McGraw","Chillin' It - Mellow Day Country","Let's Make Love",0,252893,"True",0.35,0.459,5,-8.618,1,0.0274,0.339,0,0.111,0.153,147.035,4,"country"
"477",19429,"7kljF41HGcnuU4tBRQ8d6k","Brett Eldredge","Good Times Country","Time Well Spent",0,215226,"False",0.53,0.888,4,-5.438,1,0.0817,0.0081,0,0.297,0.585,91.98,4,"country"
"478",19432,"3trKXvHsDtWr4yG30UNuwZ","Faith Hill","Happy Country Christmas","Holly Jolly Christmas",0,138200,"False",0.606,0.372,7,-12.949,1,0.0718,0.42,0,0.0432,0.662,145.06,4,"country"
"479",19435,"2fPizcwIsynudoau2XPZdX","Faith Hill","Slow Christmas Songs 2022","Where Are You Christmas - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",0,247040,"False",0.373,0.333,10,-9.876,1,0.0303,0.59,0,0.121,0.0815,110.241,4,"country"
"480",19438,"6mod8hXI1qI0O0h7q5gcsQ","Faith Hill","Silent Night","Where Are You Christmas - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",0,247040,"False",0.373,0.333,10,-9.876,1,0.0303,0.59,0,0.121,0.0815,110.241,4,"country"
"481",19441,"1E8hlfifMjQiIHv0ZzAVK6","Randy Travis","Chillin' It - Mellow Day Country","Forever and Ever, Amen (All the Number Ones Version)",0,213306,"False",0.709,0.635,2,-10.375,1,0.0246,0.229,3.12e-05,0.194,0.741,90.554,4,"country"
"482",19444,"5UYYKTnYTvNqLWMJtw6O6Q","Travis Tritt","Country Car Hits","Take It Easy",0,213706,"False",0.633,0.876,7,-5.21,1,0.0276,0.0116,0,0.0537,0.738,140.971,4,"country"
"483",19447,"5rtBmROojOPvdwDi41bI4E","Travis Tritt","Holly Jolly Christmas","Santa Looked a Lot Like Daddy",0,148453,"False",0.622,0.778,7,-8.987,1,0.0361,0.234,0.0236,0.0978,0.975,164.416,4,"country"
"484",19450,"7yFhA2fUsL2oIMWlw5DaHQ","Maren Morris","GIRL","The Bones",75,197293,"False",0.612,0.57,11,-6.642,0,0.0347,0.278,0,0.0963,0.334,77.004,4,"country"
"485",19453,"5BJSIhaHPpnTkAahlmOQ1h","Eric Ethridge","Eric Ethridge","If You Met Me First",61,193832,"False",0.31,0.552,9,-5.967,1,0.0303,0.344,0,0.0689,0.244,145.908,4,"country"
"486",19456,"4BP3uh0hFLFRb5cjsgLqDh","Creedence Clearwater Revival","Willy And The Poor Boys (Expanded Edition)","Fortunate Son",82,140773,"False",0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4,"country"
"487",19459,"1Mq6RHNN1Rkti7lgfraO2B","BRELAND;Keith Urban","Finest Country","Throw It Back",0,188936,"False",0.79,0.73,0,-4.98,1,0.0926,0.0586,0,0.0878,0.513,93.985,4,"country"
"488",19462,"1AhR2cNx9Kdta7FGvpfQ9H","BRELAND","New Country","Natural",1,162093,"False",0.666,0.871,5,-4.212,1,0.0499,0.00294,0,0.319,0.706,123.952,4,"country"
"489",19465,"44k0lbFIwMyr2mHiQPxgOu","Ingrid Andress","Country Road Songs","Feel Like This",0,196162,"False",0.536,0.605,7,-5.292,1,0.0338,0.141,0,0.0614,0.341,130.053,4,"country"
"490",19468,"5XwnegeB8AsGCi5Yu9APR1","BRELAND;Lady A","Hideaway - New Boots","Told You I Could Drink",2,236990,"False",0.542,0.68,8,-4.434,1,0.0285,0.175,0,0.093,0.878,167.966,4,"country"
"491",19471,"50JeDnQBpt8TaOOZ1t2iei","Ingrid Andress;Sam Hunt","Laidback Country","Wishful Drinking",0,194544,"False",0.678,0.528,10,-7.317,1,0.0551,0.289,0,0.0734,0.614,79.018,4,"country"
"492",19474,"6UF6LrOZlDZxJjooEqYaDh","BRELAND;Lady A","New Country Hits","Told You I Could Drink",0,236990,"False",0.542,0.68,8,-4.434,1,0.0285,0.175,0,0.093,0.878,167.966,4,"country"
"493",19477,"3yuxU2iHhz7tocZG9ohT1A","BRELAND;Lady A","Never Leave - Country Magic","Told You I Could Drink",0,236990,"False",0.542,0.68,8,-4.434,1,0.0285,0.175,0,0.093,0.878,167.966,4,"country"
"494",19480,"3hNGMcAUI003T6reBA4aW7","Trace Adkins","Tailgate Country","Honky Tonk Badonkadonk",0,241133,"False",0.643,0.919,2,-3.487,1,0.0551,0.338,0,0.0555,0.823,114.983,4,"country"
"495",19483,"3oI7u4rwj9ThTeMkDdE35y","Brett Eldredge","Holly Jolly Christmas","Christmas Time Is Here",0,210906,"False",0.322,0.301,0,-11.993,1,0.0325,0.921,0.000799,0.168,0.234,74.518,3,"country"
"496",19486,"2t3aiGKuxn3slkY167QhWy","BRELAND;Lady A","Oklahoma Smokeshow - Breakout Country","Told You I Could Drink",0,236990,"False",0.542,0.68,8,-4.434,1,0.0285,0.175,0,0.093,0.878,167.966,4,"country"
"497",19489,"6XECmlbKVHK2Oc4MS0nm7g","BRELAND;Lady A","Burn Burn Burn - Hot Country Hits","Told You I Could Drink",0,236990,"False",0.542,0.68,8,-4.434,1,0.0285,0.175,0,0.093,0.878,167.966,4,"country"
"498",19492,"5TxB8cvC3cTSJJMsijy7Su","Kip Moore","Country USA","Red White Blue Jean American Dream",0,180346,"False",0.561,0.765,0,-5.987,1,0.0322,0.00319,6.28e-05,0.261,0.622,160.139,4,"country"
"499",19495,"0EzEP3y1Q5XTFk4P2SZ60t","Upchurch","Creeker","Rattlin Chains",51,151307,"True",0.244,0.754,10,-6.082,1,0.0646,0.0726,0,0.236,0.45,169.899,4,"country"
"500",19498,"2VmyG10PAR0ZyTUtgOp5Wf","America","Session Acoustique","A Horse with No Name",0,252239,"False",0.653,0.507,11,-17.18,0,0.0534,0.687,0.0147,0.155,0.831,123.188,4,"country"
"501",19501,"79yxkv3OXHrqvjJkadhOCm","Don Williams","You're My Best Friend","You're My Best Friend",56,169560,"False",0.554,0.211,1,-15.603,1,0.029,0.923,0.000438,0.117,0.331,130.071,4,"country"
"502",19504,"52f5RgyEM4cfaPMeh1VbWo","Ingrid Andress","New Country Hits","Blue",0,201541,"False",0.488,0.175,8,-9.5,1,0.0491,0.952,1.01e-06,0.105,0.201,117.291,4,"country"
"503",19507,"1LJt4Lh6SXMoe7XKTHUJ7o","Ingrid Andress","Finest Country","Blue",0,201541,"False",0.488,0.175,8,-9.5,1,0.0491,0.952,1.01e-06,0.105,0.201,117.291,4,"country"
"504",19510,"1N3HJcBBeShzVnd6FKto84","Conner Smith","Sad Country Songs","Didn't Go Too Far",1,167546,"False",0.553,0.839,1,-3.235,1,0.0375,0.356,0,0.0966,0.367,95.886,4,"country"
"505",19513,"6B7KZkn8aUTZNaTjRRYgtK","Vince Gill;Jenny Gill","Slow Christmas Songs 2022","Let There Be Peace On Earth",0,272586,"False",0.453,0.139,6,-12.683,1,0.0302,0.806,3.11e-06,0.121,0.17,105.33,3,"country"
"506",19516,"0X7Rp8TOCxPGjqq5c9MD1r","Ian Munsick","Country Car Hits","Long Haul",0,231265,"False",0.505,0.627,6,-7.851,1,0.0273,0.423,7.4e-05,0.0755,0.296,141.881,4,"country"
"507",19519,"1P3LDx6pTNu44IYNE6ziCU","Eli Young Band","Sad Country Songs","Drunk Last Night",1,220360,"False",0.525,0.858,7,-4.551,1,0.0355,0.0466,0,0.102,0.57,87.029,4,"country"
"508",19522,"5OI1viABJdGBC6KpMTyslB","Vince Gill;Jenny Gill","Chill Christmas Dinner","Let There Be Peace On Earth",0,272586,"False",0.453,0.139,6,-12.683,1,0.0302,0.806,3.11e-06,0.121,0.17,105.33,3,"country"
"509",19525,"4iaut2RZl7gn6hkipwSW1j","Ingrid Andress","Country Christmas Time","Christmas Always Finds Me",0,200662,"False",0.386,0.124,0,-9.736,1,0.0306,0.928,0,0.116,0.46,94.166,3,"country"
"510",19528,"7leo97m61VXKzV7b4Na9qa","Vince Gill","Country Christmas Greatest Hits","It's The Most Wonderful Time Of The Year",1,165026,"False",0.519,0.397,8,-9.369,1,0.0293,0.852,3.95e-05,0.217,0.557,97.717,3,"country"
"511",19531,"2c3KL0MpJWRBbufcH3CuBC","Ingrid Andress","Holly Jolly Christmas","Christmas Always Finds Me",0,200662,"False",0.386,0.124,0,-9.736,1,0.0306,0.928,0,0.116,0.46,94.166,3,"country"
"512",19534,"6dqQ5mkxySSqJaUfp93U5O","Ian Munsick","New Country Hits","More than Me",0,210426,"False",0.495,0.746,10,-5.317,1,0.0266,0.49,0,0.176,0.463,145.879,4,"country"
"513",19537,"6oNVWNr2cwOboDGFDYa7RE","Ingrid Andress","Happy Country Christmas","Christmas Always Finds Me",0,200662,"False",0.386,0.124,0,-9.736,1,0.0306,0.928,0,0.116,0.46,94.166,3,"country"
"514",19540,"4yoPwM4ldSYczHNnwz8MT2","Ian Munsick","Never Leave - Country Magic","More than Me",0,210426,"False",0.495,0.746,10,-5.317,1,0.0266,0.49,0,0.176,0.463,145.879,4,"country"
"515",19543,"0vQiTX6F4cJHHYJqPcBjVI","Ian Munsick","Oklahoma Smokeshow - Breakout Country","More than Me",0,210426,"False",0.495,0.746,10,-5.317,1,0.0266,0.49,0,0.176,0.463,145.879,4,"country"
"516",19546,"6rGz0FddK18McPSG6lNlip","Ian Munsick;Ryan Charles","Good Times Country","Cowboy Killer",0,132506,"False",0.784,0.723,11,-5.619,1,0.04,0.0163,0,0.16,0.739,115.047,4,"country"
"517",19549,"4XYieGKSlJlHpzB3bl6WMP","Steve Miller Band","Helloween Party","Abracadabra - Remastered 2017",1,307909,"False",0.753,0.788,9,-7.271,0,0.0383,0.126,1.07e-06,0.141,0.964,127.521,4,"country"
"518",19552,"18GiV1BaXzPVYpp9rmOg0E","Bob Dylan","The Freewheelin' Bob Dylan","Blowin' in the Wind",68,165426,"False",0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,4,"country"
"519",19555,"3oV2RVOmwdWdf9BmGS4Oad","Dan + Shay","Good Things","Glad You Exist",66,144760,"False",0.741,0.499,11,-8.035,1,0.0356,0.23,0,0.125,0.692,103.96,4,"country"
"520",19558,"7kOkswkkLIbmYjjce4TmCG","Conner Smith","Sad Country Songs","I Hate Alabama",1,214840,"False",0.203,0.818,4,-4.79,1,0.0621,0.188,0,0.343,0.392,171.773,4,"country"
"521",19561,"1NoGgCGfH2Kg4p8DvWaFca","Koe Wetzel","Out on Parole","Gravedigger",50,240068,"False",0.383,0.801,11,-6.309,0,0.0494,0.0404,0,0.285,0.506,134.866,4,"country"
"522",19564,"5VBsNLvNQF3ugWJxK0uA1Z","Chris Janson","Country Road Songs","Keys to the Country",0,175493,"False",0.569,0.852,0,-4.465,1,0.0373,0.0258,0,0.355,0.654,90.04,4,"country"
"523",19567,"2Zs6HOu5epK920pHXml6N5","Hunter Hayes","Country Holiday","This Christmas",0,171910,"False",0.438,0.649,2,-10.139,1,0.068,0.179,1.46e-06,0.0676,0.745,178.114,4,"country"
"524",19570,"05nVzquNFrojXKRkyuZrPV","Hunter Hayes","Happy Country Christmas","This Christmas",0,171910,"False",0.438,0.649,2,-10.139,1,0.068,0.179,1.46e-06,0.0676,0.745,178.114,4,"country"
"525",19573,"1QgccuE3F6F92kJUTpswy0","Loretta Lynn","Best 70s Rock Tunes","I Love You, I Love You",0,160050,"False",0.565,0.234,7,-8.089,1,0.0286,0.723,0.000354,0.0854,0.484,85.274,3,"country"
"526",19576,"0oYyoE6MRQVa64FN9XxU7c","Trisha Yearwood","Country USA","XXX's And OOO's (An American Girl)",0,167840,"False",0.704,0.735,0,-5.68,1,0.031,0.18,0,0.172,0.766,125.815,4,"country"
"527",19579,"5xHnfNLYTgtYvUgC4rgOUy","Chris Janson","Finest Country","Fix a Drink",0,188933,"False",0.561,0.887,1,-5.013,1,0.0889,0.0297,0,0.352,0.792,158.032,4,"country"
"528",19582,"2mWFXEnhhXJnKfs3nAFfbC","Chris Janson","Cozy Country","Holdin' Her",0,244546,"False",0.353,0.574,2,-5.126,1,0.0331,0.426,2.27e-05,0.0939,0.386,117.577,3,"country"
"529",19585,"6Ub1ZjHKXMibG6poj5a81s","Chris Janson","Chillin' It - Mellow Day Country","Holdin' Her",0,244546,"False",0.353,0.574,2,-5.126,1,0.0331,0.426,2.27e-05,0.0939,0.386,117.577,3,"country"
"530",19588,"4bqYjprVGnYIQ4hayGdkEp","Chris Janson;Eric Church","Burn Burn Burn - Hot Country Hits","You, Me & the River",0,236320,"False",0.332,0.452,2,-6.77,1,0.0319,0.505,3.27e-06,0.133,0.333,149.231,4,"country"
"531",19591,"1ASgWE2xwIXQmniMfwvOL9","Chris Janson","Laidback Country","Holdin' Her",0,244546,"False",0.353,0.574,2,-5.126,1,0.0331,0.426,2.27e-05,0.0939,0.386,117.577,3,"country"
"532",19594,"0YFPw3rQR1nSeyd3q0uY5h","Sturgill Simpson","Just Best Covers","In Bloom",0,240640,"False",0.433,0.366,2,-8.98,0,0.0311,0.0682,0.248,0.123,0.267,78.366,4,"country"
"533",19597,"2cx1tIGxn0EHZPN3pDkWsH","Sturgill Simpson","Country Road Songs","Brace for Impact - Live a Little",0,349266,"False",0.616,0.706,0,-6.846,1,0.0233,0.00975,0.309,0.111,0.655,89.995,4,"country"
"534",19600,"1QbOvACeYanja5pbnJbAmk","John Denver","The John Denver Collection, Vol 1: Take Me Home Country Roads","Take Me Home, Country Roads",75,197813,"False",0.38,0.43,9,-12.564,1,0.0288,0.546,1.71e-05,0.188,0.547,82.204,4,"country"
"535",19603,"1K61P0kbiT6cJzh77NnxFg","Spencer Crandall","My Person","My Person",55,177000,"False",0.567,0.757,7,-5.29,1,0.0485,0.0936,0,0.13,0.754,166.01,4,"country"
"536",19606,"6uTb5oNK9RkTjxmh73W7MG","Thomas Rhett","Tangled Up","Die A Happy Man",62,227426,"False",0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,4,"country"
"537",19609,"6J4Y8Wvb631w5UVxa1xX8T","Don Williams","Visions","Some Broken Hearts Never Mend",56,170800,"False",0.622,0.466,9,-14.558,1,0.0257,0.868,0.888,0.108,0.71,97.583,4,"country"
"538",19612,"7ySh3j4kcq2mtxfjshPJSG","Don Williams","Lord I Hope This Day Is Good","Lord, I Hope This Day Is Good - Single Version",57,249906,"False",0.526,0.388,2,-17.983,1,0.029,0.252,0.00137,0.114,0.702,173.82,4,"country"
"539",19615,"6gm1mSNmXj8GqIo7c12hmm","Simon Casey","My Lord and My God","My Lord and My God",48,67500,"False",0.199,0.119,4,-15.13,0,0.0381,0.99,0.269,0.0912,0.0991,95.292,4,"country"
"540",19618,"1eCNpcWoOssZw8XqeTfPDH","William Clark Green","Hebert Island","Drunk Again",49,246120,"False",0.473,0.603,7,-5.214,1,0.026,0.0225,9e-06,0.156,0.423,144.029,4,"country"
"541",19621,"7uoydebZMtE7Ly3jZVXfFN","Uncle Kracker","Country Car Hits","Drift Away",1,255560,"False",0.584,0.66,11,-5.078,1,0.0375,0.18,0,0.0979,0.868,151.958,4,"country"
"542",19624,"2XeFvIUa37xNYIVWCoYKjA","Devin Dawson","Country Car Hits","Range Rover",0,197958,"False",0.765,0.718,0,-2.755,1,0.0473,0.415,0,0.0545,0.75,144.101,4,"country"
"543",19627,"0QyjGh6JOcIM1EAB7YC6QB","Jon Langston","Tailgate Country","Beers Got Drank",0,174200,"False",0.55,0.883,7,-5.341,1,0.0615,0.0239,0,0.285,0.571,156.03,4,"country"
"544",19630,"0jSdF4nTvsqfWwLmEqoH15","Devin Dawson","Good Times Country","I Don't Care Who Sees",0,201520,"False",0.659,0.663,5,-5.947,1,0.0483,0.0169,0,0.0726,0.685,103.935,4,"country"
"545",19633,"1LM8nT6s99R2iVHTsuFt6B","Devin Dawson","Laidback Country","All on Me",0,224626,"False",0.634,0.666,5,-5.489,1,0.029,0.139,0,0.216,0.625,80.989,4,"country"
"546",19636,"2ApAOCbBkN9MyyEYN0HaHq","Vassendgutane","Skrekkraude Rapala","Skrekkraude Rapala",49,187071,"False",0.462,0.903,9,-6.761,1,0.033,0.0684,0,0.341,0.784,168.034,4,"country"
"547",19639,"7JUnSfLFg3ykKysZK0u5LV","Big & Rich","Country Holiday","Blue Christmas",0,177165,"False",0.514,0.901,9,-5.674,1,0.114,0.0915,1.47e-05,0.076,0.422,120.647,4,"country"
"548",19642,"1up0F8kK6mgObzqWi9Myom","Steve Earle","Finest Country","Jerusalem",0,236186,"False",0.445,0.776,2,-4.492,1,0.0346,0.00252,0.0074,0.0981,0.403,118.379,4,"country"
"549",19645,"5wW7fkOaNCKHM8NvEDf8Kh","Big & Rich;Bon Jovi","Chillin' It - Mellow Day Country","Born Again",0,234946,"False",0.476,0.888,0,-4.926,1,0.0534,0.0131,0,0.277,0.617,162,4,"country"
"550",19648,"3t5tdzQKEqI3wqHIGCdNoB","Riley Green","We Out Here: Live","Hell Of A Way To Go - Live",47,223406,"False",0.44,0.472,6,-9.026,1,0.0596,0.86,0,0.968,0.548,142.288,4,"country"
"551",19651,"6apPqjW8ezpKEicAkkBlvO","Dolly Parton;Kenny Rogers","Pure & Simple","Islands in the Stream",64,250053,"False",0.611,0.524,8,-8.256,1,0.035,0.68,0,0.0753,0.73,203.787,4,"country"
"552",19654,"54eZmuggBFJbV7k248bTTt","America;George Martin","America","A Horse with No Name",76,252239,"False",0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,4,"country"
"553",19657,"7vF3xkCMvZjAe2nTWY0uQZ","Jake Owen","Greetings From...Jake","Made For You",70,238400,"False",0.581,0.441,1,-6.829,1,0.0268,0.77,2.75e-05,0.111,0.337,82.125,4,"country"
"554",19660,"3hLuHKzG1cmlRpq53ZVWd8","Gabby Barrett","Goldmine","The Good Ones",74,215140,"False",0.519,0.552,2,-5.023,1,0.0259,0.18,0,0.149,0.331,89.957,4,"country"
"555",19663,"1PpbrbgsXRXeKw1GnZMEv7","Don Williams","I Believe In You","I Believe In You",59,246440,"False",0.512,0.212,7,-21.426,1,0.0483,0.88,0.00573,0.115,0.51,117.756,3,"country"
"556",19666,"4yugZvBYaoREkJKtbG08Qr","Eagles","Eagles (2013 Remaster)","Take It Easy - 2013 Remaster",77,211577,"False",0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4,"country"
"557",19669,"2XUI84SYtTxy6bPi0nThMV","Simon Casey","You’ll Never Walk Alone","You’ll Never Walk Alone",46,163095,"False",0.481,0.373,0,-8.324,1,0.0313,0.65,0.000208,0.112,0.142,112.434,3,"country"
"558",19672,"20OFwXhEXf12DzwXmaV7fj","Creedence Clearwater Revival","Green River (Expanded Edition)","Bad Moon Rising",80,141600,"False",0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,4,"country"
"559",19675,"1eUagnbOw9MjesonPWNkNQ","Parker McCollum","The Limestone Kid","Galveston Bay",46,246466,"False",0.527,0.375,0,-6.387,1,0.0243,0.482,0,0.132,0.318,81.92,3,"country"
"560",19678,"10VgkQlMqdck8KPIEDwkfA","Michael Ray","Just Best Covers","Blank Space",0,259370,"False",0.529,0.825,4,-4.454,1,0.0324,0.158,0.0131,0.385,0.227,93.969,4,"country"
"561",19681,"0SJiu39u0VPgtUEfNWtuW1","Michael Ray","Cozy Country","One That Got Away",0,218733,"False",0.566,0.825,10,-4.245,1,0.0416,0.00308,0,0.0779,0.609,160.003,4,"country"
